id,district,lor,street,month,hour,weekday,injury,collision,movement,light_conditions,bicycle,car,pedestrian,motorbike,truck,other_vehicle,road_conditions,longitude,latitude,Combo_type
199346,Spandau,5020626,Adamstraße,September,16,Wednesday,minor,5,Crossing,Daylight,0,1,0,0,0,0,Dry,13.20298,52.52369,car + 
199347,Pankow,3061429,Greifswalder Straße,September,15,Wednesday,minor,2,Turning,Daylight,1,1,0,0,0,0,Dry,13.44459,52.54205,bicycle + car + 
199348,Treptow-Köpenick,9051701,Hirschgarten,September,6,Wednesday,minor,5,Turning,Dawn,1,0,0,0,0,1,Dry,13.60631,52.45275,bicycle + other
199349,Treptow-Köpenick,9010302,Späthsfelde,September,6,Wednesday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.4725,52.45436,bicycle + car + 
199350,Mitte,1011303,Alexanderplatzviertel,September,15,Wednesday,minor,6,Overtaking,Daylight,0,0,1,0,0,1,Dry,13.41018,52.52176,pedestrian + other
199351,Spandau,5010314,Carl-Schurz-Straße,September,5,Wednesday,serious,6,Turning,Night,0,1,1,0,0,0,Dry,13.19977,52.53478,car + pedestrian + 
199352,Reinickendorf,12103115,Breitkopfbecken,September,14,Wednesday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.35903,52.57427,bicycle + car + 
199353,Tempelhof-Schöneberg,7040405,Rathaus Tempelhof,September,14,Wednesday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.40393,52.45975,bicycle + car + 
199354,Charlottenburg-Wilmersdorf,4030620,Alt-Lietzow,September,14,Wednesday,minor,5,Crossing,Daylight,0,1,0,1,0,0,Dry,13.30647,52.51754,car + motorbike + 
199355,Reinickendorf,12302110,Dannenwalder Weg,September,14,Wednesday,minor,6,Overtaking,Daylight,0,1,1,0,0,0,Wet,13.34939,52.59209,car + pedestrian + 
199356,Tempelhof-Schöneberg,7010102,Nollendorfplatz,September,13,Wednesday,serious,6,Turning,Daylight,0,1,1,0,0,0,Dry,13.35426,52.49822,car + pedestrian + 
199357,Friedrichshain-Kreuzberg,2030302,Lausitzer Platz,September,13,Wednesday,minor,0,Crossing,Daylight,1,0,0,1,0,0,Dry,13.43083,52.50624,bicycle + motorbike + 
199358,Lichtenberg,11051331,Karlshorst Nord,September,10,Wednesday,serious,4,Turning,Daylight,1,0,0,0,0,1,Dry,13.53271,52.47944,bicycle + other
199359,Mitte,1033202,Humboldthain Süd,September,7,Wednesday,minor,6,Turning,Daylight,0,1,1,0,0,0,Dry,13.39113,52.53622,car + pedestrian + 
199360,Reinickendorf,12214422,Klixstraße,September,10,Wednesday,minor,5,Turning,Daylight,0,1,0,0,0,1,Dry,13.3131,52.57489,car + other
199361,Neukölln,8010406,Treptower Straße Nord,September,9,Wednesday,serious,5,Crossing,Daylight,0,1,0,1,0,0,Dry,13.45767,52.48533,car + motorbike + 
199362,Spandau,5010208,Germersheimer Platz,September,9,Wednesday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.18655,52.54733,bicycle + car + 
199363,Marzahn-Hellersdorf,10010308,Marzahner Chaussee,September,9,Wednesday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.51727,52.53527,bicycle + car + 
199364,Friedrichshain-Kreuzberg,2040701,Andreasviertel,September,8,Wednesday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.42674,52.51577,bicycle + car + 
199365,Neukölln,8020622,Parchimer Allee,September,7,Wednesday,minor,5,Other,Daylight,1,1,0,0,0,0,Dry,13.44464,52.44593,bicycle + car + 
199366,Friedrichshain-Kreuzberg,2030302,Lausitzer Platz,September,6,Wednesday,minor,5,Crossing,Daylight,1,0,0,1,0,0,Wet,13.4335,52.5051,bicycle + motorbike + 
199367,Spandau,5020625,Borkumer Straße,September,9,Wednesday,serious,5,Crossing,Daylight,0,1,0,0,0,1,Dry,13.1989,52.53315,car + other
199368,Friedrichshain-Kreuzberg,2020205,Chamissokiez,September,16,Tuesday,minor,1,Paralle Traffic,Daylight,1,1,0,0,0,0,Dry,13.39424,52.49086,bicycle + car + 
199369,Pankow,3050923,Weißenseer Spitze,September,22,Tuesday,minor,5,Crossing,Night,0,1,0,0,0,0,Wet,13.44193,52.55031,car + 
199370,Mitte,1022207,Hansaviertel,September,22,Tuesday,serious,6,Overtaking,Night,1,0,1,0,0,0,Wet,13.344,52.51703,bicycle + pedestrian + 
199371,Mitte,1011401,Invalidenstraße,September,21,Tuesday,minor,6,Overtaking,Night,1,0,1,0,0,0,Wet,13.39611,52.53243,bicycle + pedestrian + 
199372,Marzahn-Hellersdorf,10010206,Ringkolonnaden,September,20,Tuesday,serious,5,Crossing,Night,0,1,0,0,0,0,Wet,13.57273,52.55003,car + 
199373,Mitte,1033102,Gesundbrunnen,September,19,Tuesday,minor,5,Turning,Dawn,0,1,0,0,0,1,Wet,13.39115,52.55029,car + other
199374,Spandau,5020627,Tiefwerder,September,19,Tuesday,minor,5,Turning,Night,0,1,0,0,0,0,Dry,13.21641,52.52646,car + 
199375,Pankow,3061429,Greifswalder Straße,September,19,Tuesday,serious,6,Overtaking,Daylight,0,1,1,0,0,0,Wet,13.45315,52.54224,car + pedestrian + 
199376,Reinickendorf,12103219,Schäfersee,September,18,Tuesday,minor,2,Stationary Traffic,Dawn,0,1,0,0,0,0,Wet,13.35438,52.5621,car + 
199377,Friedrichshain-Kreuzberg,2040502,Friedenstraße,September,18,Tuesday,minor,2,Other,Dawn,0,1,0,1,0,0,Wet,13.43572,52.52326,car + motorbike + 
199378,Neukölln,8010301,Reuterkiez,September,18,Tuesday,minor,6,Overtaking,Night,0,0,1,1,0,0,Wet,13.43401,52.48998,pedestrian + motorbike + 
199379,Friedrichshain-Kreuzberg,2040502,Friedenstraße,September,17,Tuesday,minor,0,Turning,Dawn,1,1,0,0,0,0,Wet,13.42998,52.52329,bicycle + car + 
199380,Pankow,3040818,Pankow Süd,September,18,Tuesday,minor,5,Turning,Daylight,0,1,0,1,0,0,Wet,13.40853,52.5612,car + motorbike + 
199381,Neukölln,8040933,Vogelviertel Süd,September,15,Tuesday,minor,0,Turning,Daylight,1,1,0,0,0,0,Dry,13.45898,52.44041,bicycle + car + 
199382,Pankow,3061228,Erich-Weinert-Straße,September,16,Tuesday,serious,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Wet,13.43011,52.54474,car + 
199383,Treptow-Köpenick,9051901,Dammvorstadt,September,17,Tuesday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Wet,13.57414,52.45265,car + 
199384,Marzahn-Hellersdorf,10010102,Havemannstraße,September,17,Tuesday,minor,5,Crossing,Dawn,0,1,0,1,0,0,Wet,13.56742,52.57333,car + motorbike + 
199385,Treptow-Köpenick,9051901,Dammvorstadt,September,17,Tuesday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Wet,13.55833,52.45551,car + 
199386,Friedrichshain-Kreuzberg,2030302,Lausitzer Platz,September,14,Tuesday,minor,2,Stationary Traffic,Daylight,0,1,0,1,0,0,Wet,13.42604,52.49941,car + motorbike + 
199387,Spandau,5030730,Zitadellenweg,September,14,Tuesday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Wet,13.21783,52.53748,car + 
199388,Charlottenburg-Wilmersdorf,4030621,Spreestadt,September,12,Tuesday,minor,6,Overtaking,Daylight,0,0,1,1,0,0,Wet,13.32032,52.52015,pedestrian + motorbike + 
199389,Lichtenberg,11040926,Weitlingstraße,September,12,Tuesday,serious,5,Turning,Daylight,1,1,0,0,0,0,Wet,13.51986,52.50591,bicycle + car + 
199390,Friedrichshain-Kreuzberg,2020203,Viktoriapark,September,11,Tuesday,minor,3,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.38756,52.49282,car + 
199391,Marzahn-Hellersdorf,10010308,Marzahner Chaussee,September,11,Tuesday,minor,5,Turning,Daylight,0,1,0,0,0,0,Dry,13.51722,52.53548,car + 
199392,Pankow,3050925,Komponistenviertel Weißensee,September,11,Tuesday,serious,5,Turning,Daylight,0,1,0,0,0,1,Dry,13.46544,52.55189,car + other
199393,Tempelhof-Schöneberg,7010101,Wittenbergplatz/Viktoria-Luise-Platz,September,10,Tuesday,minor,5,Other,Daylight,0,0,0,1,0,1,Dry,13.34133,52.49739,motorbike + other
199394,Friedrichshain-Kreuzberg,2010103,Moritzplatz,September,12,Wednesday,minor,2,Stationary Traffic,Daylight,0,1,0,0,1,0,Wet,13.41785,52.49921,car + truck + 
199395,Pankow,3061228,Erich-Weinert-Straße,September,10,Tuesday,minor,5,Crossing,Daylight,0,1,0,1,0,0,Dry,13.43689,52.54493,car + motorbike + 
199396,Lichtenberg,11030619,Fennpfuhl Ost,September,5,Tuesday,minor,7,Other,Dawn,1,0,0,0,0,0,Dry,13.47716,52.53318,bicycle + 
199397,Charlottenburg-Wilmersdorf,4051446,Preußenpark,September,10,Tuesday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.30711,52.49872,bicycle + car + 
199398,Charlottenburg-Wilmersdorf,4030623,Ernst-Reuter-Platz,September,23,Tuesday,minor,2,Driving,Night,0,1,0,1,0,0,Dry,13.32164,52.512,car + motorbike + 
199399,Neukölln,8010211,Flughafenstraße,September,9,Tuesday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.42434,52.48602,car + 
199400,Pankow,3020307,Buchholz,September,9,Tuesday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.42031,52.60624,bicycle + car + 
199401,Reinickendorf,12301203,Wittenau Süd,September,23,Tuesday,minor,5,Crossing,Night,1,1,0,0,0,0,Dry,13.33187,52.5951,bicycle + car + 
199402,Steglitz-Zehlendorf,6030504,Teltower Damm,September,15,Tuesday,minor,5,Crossing,Daylight,1,0,0,0,0,0,Dry,13.26057,52.4266,bicycle + 
199403,Friedrichshain-Kreuzberg,2020203,Viktoriapark,September,9,Tuesday,minor,2,Turning,Daylight,1,1,0,0,0,0,Dry,13.3781,52.49179,bicycle + car + 
199404,Steglitz-Zehlendorf,6020302,Komponistenviertel Lankwitz,September,8,Tuesday,serious,1,Paralle Traffic,Daylight,1,1,0,0,0,0,Dry,13.33288,52.43996,bicycle + car + 
199405,Spandau,5020626,Adamstraße,September,21,Tuesday,minor,5,Crossing,Night,1,1,0,0,0,0,Dry,13.19016,52.52213,bicycle + car + 
199406,Spandau,5020419,Magistratsweg,September,8,Tuesday,minor,0,Turning,Daylight,1,0,0,0,0,1,Dry,13.14164,52.53255,bicycle + other
199407,Pankow,3040818,Pankow Süd,September,8,Tuesday,minor,6,Other,Daylight,1,0,1,0,0,0,Dry,13.42311,52.55767,bicycle + pedestrian + 
199408,Lichtenberg,11010204,Falkenberg Ost,September,6,Tuesday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.53521,52.56139,bicycle + car + 
199409,Mitte,1044101,Rehberge,September,16,Tuesday,minor,1,Driving,Daylight,0,1,0,0,0,0,Wet,13.33936,52.54022,car + 
199410,Treptow-Köpenick,9052001,Köpenick Nord,September,16,Tuesday,serious,5,Other,Daylight,0,1,0,0,0,1,Dry,13.58419,52.46416,car + other
199411,Friedrichshain-Kreuzberg,2010103,Moritzplatz,September,17,Tuesday,serious,6,Overtaking,Daylight,0,0,1,1,0,0,Dry,13.41236,52.50309,pedestrian + motorbike + 
199412,Steglitz-Zehlendorf,6010207,Mittelstraße,September,16,Tuesday,minor,5,Crossing,Daylight,1,0,0,0,0,1,Wet,13.32339,52.44988,bicycle + other
199413,Friedrichshain-Kreuzberg,2010103,Moritzplatz,September,16,Tuesday,minor,5,Crossing,Daylight,0,1,0,0,0,0,Dry,13.40641,52.50251,car + 
199414,Pankow,3040818,Pankow Süd,September,16,Tuesday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Wet,13.42675,52.56503,bicycle + car + 
199415,Friedrichshain-Kreuzberg,2010103,Moritzplatz,September,16,Tuesday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Wet,13.40566,52.49935,bicycle + car + 
199416,Marzahn-Hellersdorf,10040931,Mahlsdorf Nord,September,16,Tuesday,serious,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.62184,52.52487,car + 
199417,Friedrichshain-Kreuzberg,2020204,Urbanstraße,September,16,Tuesday,minor,5,Other,Daylight,1,1,0,0,0,0,Wet,13.39067,52.49598,bicycle + car + 
199418,Lichtenberg,11020515,Landsberger Allee,September,15,Tuesday,minor,0,Crossing,Daylight,0,1,0,0,0,1,Dry,13.47677,52.53696,car + other
199419,Lichtenberg,11030619,Fennpfuhl Ost,September,6,Tuesday,minor,6,Overtaking,Daylight,0,0,1,1,0,0,Dry,13.48216,52.52675,pedestrian + motorbike + 
199420,Charlottenburg-Wilmersdorf,4030931,Breitscheidplatz,September,15,Tuesday,serious,3,Stationary Traffic,Daylight,0,1,0,1,0,0,Dry,13.33076,52.50529,car + motorbike + 
199421,Lichtenberg,11020411,Malchower Weg,September,16,Tuesday,serious,5,Crossing,Daylight,0,1,0,1,0,0,Wet,13.51441,52.55667,car + motorbike + 
199422,Mitte,1044103,Westliche Müllerstraße,September,16,Tuesday,minor,5,Crossing,Daylight,0,1,0,0,0,0,Wet,13.34605,52.54486,car + 
199423,Spandau,5020625,Borkumer Straße,September,15,Tuesday,minor,5,Other,Daylight,1,1,0,0,0,0,Dry,13.19135,52.52844,bicycle + car + 
199424,Reinickendorf,12103115,Breitkopfbecken,September,15,Tuesday,minor,6,Overtaking,Daylight,0,1,1,0,0,0,Dry,13.36344,52.5715,car + pedestrian + 
199425,Friedrichshain-Kreuzberg,2040502,Friedenstraße,September,15,Tuesday,minor,2,Other,Daylight,0,1,0,0,0,0,Wet,13.43682,52.52085,car + 
199426,Friedrichshain-Kreuzberg,2010103,Moritzplatz,September,15,Tuesday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Wet,13.4146,52.50022,bicycle + car + 
199427,Neukölln,8041036,Zittauer Straße,September,14,Tuesday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.48812,52.41869,bicycle + car + 
199428,Lichtenberg,11020514,Große-Leege-Straße,September,15,Tuesday,serious,0,Crossing,Daylight,1,1,0,0,0,0,Wet,13.49485,52.54533,bicycle + car + 
199429,Mitte,1022201,Stephankiez,September,13,Tuesday,minor,5,Turning,Daylight,0,1,0,0,0,0,Dry,13.35737,52.53594,car + 
199430,Lichtenberg,11030721,Rüdigerstraße,September,15,Tuesday,minor,0,Driving,Daylight,0,0,0,1,0,0,Wet,13.48003,52.51736,motorbike + 
199431,Mitte,1011103,Lützowstraße,September,13,Tuesday,minor,5,Turning,Daylight,0,1,0,0,0,0,Dry,13.34982,52.50322,car + 
199432,Lichtenberg,11030720,Herzbergstraße,September,14,Tuesday,serious,2,Stationary Traffic,Daylight,0,1,0,0,1,1,Wet,13.50363,52.53445,car + truck + other
199433,Mitte,1033101,Soldiner Straße,September,10,Tuesday,minor,5,Turning,Daylight,0,1,0,1,0,0,Dry,13.38866,52.56143,car + motorbike + 
199434,Friedrichshain-Kreuzberg,2010104,Wassertorplatz,September,14,Tuesday,minor,2,Stationary Traffic,Daylight,0,1,0,1,0,0,Wet,13.4152,52.49858,car + motorbike + 
199435,Mitte,1011301,Charitéviertel,September,13,Tuesday,minor,0,Driving,Daylight,0,0,0,1,0,0,Wet,13.37927,52.52947,motorbike + 
199436,Pankow,3071638,Winsstraße,September,10,Tuesday,minor,2,Paralle Traffic,Daylight,0,1,0,0,0,0,Dry,13.42067,52.52869,car + 
199437,Mitte,1011204,Leipziger Straße,September,8,Tuesday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.40568,52.51411,bicycle + car + 
199438,Tempelhof-Schöneberg,7010102,Nollendorfplatz,September,17,Tuesday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.35706,52.49892,bicycle + car + 
199439,Mitte,1044201,Reinickendorfer Straße,September,8,Tuesday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.37727,52.55363,bicycle + car + 
199440,Tempelhof-Schöneberg,7040402,Lindenhofsiedlung,September,17,Monday,minor,0,Other,Daylight,0,0,0,1,0,1,Wet,13.36807,52.45976,motorbike + other
199441,Friedrichshain-Kreuzberg,2030401,Reichenberger Straße,September,8,Tuesday,minor,0,Turning,Daylight,1,0,0,1,0,0,Dry,13.43031,52.49558,bicycle + motorbike + 
199442,Neukölln,8010405,Hertzbergplatz,September,13,Monday,minor,2,Other,Daylight,0,1,0,0,0,1,Dry,13.45495,52.47626,car + other
199443,Pankow,3050924,Behaimstraße,September,8,Tuesday,minor,2,Stationary Traffic,Daylight,1,1,0,0,0,0,Dry,13.4503,52.55168,bicycle + car + 
199444,Mitte,1044202,Sparrplatz,September,7,Monday,minor,5,Turning,Daylight,0,1,0,0,1,0,Dry,13.34947,52.5423,car + truck + 
199445,Friedrichshain-Kreuzberg,2010102,Mehringplatz,September,7,Tuesday,minor,2,Stationary Traffic,Dawn,0,1,0,0,1,0,Dry,13.39818,52.50694,car + truck + 
199446,Charlottenburg-Wilmersdorf,4030827,Karl-August-Platz,September,12,Monday,minor,6,Overtaking,Daylight,0,1,1,0,0,0,Dry,13.30209,52.50981,car + pedestrian + 
199447,Steglitz-Zehlendorf,6010204,Munsterdamm,September,22,Monday,minor,1,Paralle Traffic,Night,0,1,0,0,0,0,Dry,13.34972,52.45019,car + 
199448,Mitte,1011302,Oranienburger Straße,September,7,Tuesday,minor,3,Stationary Traffic,Daylight,1,1,0,0,0,0,Dry,13.40743,52.52384,bicycle + car + 
199449,Mitte,1022103,Westhafen,September,18,Monday,minor,5,Turning,Daylight,0,1,0,1,0,0,Dry,13.33083,52.53352,car + motorbike + 
199450,Reinickendorf,12231102,Frohnau,September,7,Tuesday,minor,2,Other,Daylight,0,1,0,0,0,0,Dry,13.2909,52.62642,car + 
199451,Reinickendorf,12301206,Lübars,September,18,Monday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.35827,52.61234,car + 
199452,Mitte,1022101,Huttenkiez,September,17,Monday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.32469,52.53226,bicycle + car + 
199453,Charlottenburg-Wilmersdorf,4020313,Königin-Elisabeth-Straße,September,7,Tuesday,minor,2,Turning,Dawn,0,1,0,0,0,0,Dry,13.28196,52.50987,car + 
199454,Pankow,3040614,Pankow Zentrum,September,17,Monday,minor,4,Stationary Traffic,Daylight,1,1,0,0,0,0,Dry,13.40043,52.5714,bicycle + car + 
199455,Charlottenburg-Wilmersdorf,4030519,Kaiserin-Augusta-Allee,September,5,Tuesday,minor,6,Overtaking,Night,0,0,1,1,0,0,Dry,13.30635,52.52963,pedestrian + motorbike + 
199456,Charlottenburg-Wilmersdorf,4010101,Jungfernheide,September,17,Monday,minor,3,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.29649,52.54838,car + 
199457,Marzahn-Hellersdorf,10020413,Gut Hellersdorf,September,0,Tuesday,minor,9,Driving,Night,0,1,0,0,0,0,Dry,13.58653,52.54574,car + 
199458,Tempelhof-Schöneberg,7040402,Lindenhofsiedlung,September,17,Monday,minor,0,Other,Daylight,0,0,0,1,0,0,Wet,13.36785,52.45964,motorbike + 
199459,Friedrichshain-Kreuzberg,2010102,Mehringplatz,September,22,Tuesday,serious,5,Crossing,Night,1,1,1,0,0,0,Dry,13.39597,52.49838,bicycle + car + pedestrian + 
199460,Tempelhof-Schöneberg,7040402,Lindenhofsiedlung,September,17,Monday,minor,0,Other,Daylight,0,0,0,1,0,1,Wet,13.36662,52.45971,motorbike + other
199461,Neukölln,8030831,Gropiusstadt Ost,September,16,Monday,serious,5,Turning,Daylight,1,0,0,0,0,1,Dry,13.48216,52.42549,bicycle + other
199462,Neukölln,8010214,Glasower Straße,September,9,Monday,minor,0,Crossing,Daylight,1,0,0,0,1,0,Dry,13.44468,52.46801,bicycle + truck + 
199463,Treptow-Köpenick,9020701,Adlershof West,September,14,Monday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.52679,52.42646,bicycle + car + 
199464,Tempelhof-Schöneberg,7070702,Alt-Lichtenrade/Töpchiner Weg,September,16,Monday,serious,5,Crossing,Daylight,0,1,0,0,0,0,Dry,13.4106,52.40668,car + 
199465,Pankow,3040818,Pankow Süd,September,20,Monday,minor,0,Stationary Traffic,Night,1,1,0,0,0,0,Dry,13.41906,52.56226,bicycle + car + 
199466,Neukölln,8010213,Körnerpark,September,16,Monday,minor,6,Other,Daylight,0,0,1,0,0,1,Dry,13.44123,52.46972,pedestrian + other
199467,Charlottenburg-Wilmersdorf,4041238,Kissinger Straße,September,16,Monday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.29587,52.48125,bicycle + car + 
199468,Treptow-Köpenick,9010202,Köpenicker Landstraße,September,16,Monday,minor,1,Other,Daylight,0,1,0,0,0,0,Dry,13.47596,52.47341,car + 
199469,Lichtenberg,11010205,Falkenberg West,September,14,Monday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.52076,52.56833,car + 
199470,Friedrichshain-Kreuzberg,2050802,Boxhagener Platz,September,15,Monday,minor,1,Paralle Traffic,Daylight,1,1,0,0,0,0,Dry,13.45369,52.51039,bicycle + car + 
199471,Reinickendorf,12214125,Waldidyll/Flughafensee,September,15,Monday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.24938,52.55272,car + 
199472,Mitte,1011102,Großer Tiergarten,September,9,Monday,minor,2,Turning,Daylight,0,1,0,0,1,0,Dry,13.34902,52.51474,car + truck + 
199473,Mitte,1044203,Leopoldplatz,September,14,Monday,serious,5,Turning,Daylight,0,1,0,0,0,0,Dry,13.36549,52.55712,car + 
199474,Treptow-Köpenick,9031001,Bohnsdorf,September,8,Monday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.57017,52.4012,bicycle + car + 
199475,Neukölln,8010211,Flughafenstraße,September,14,Monday,minor,6,Other,Daylight,1,0,1,0,0,0,Dry,13.42427,52.48521,bicycle + pedestrian + 
199476,Spandau,5030731,Gartenfelder Straße,September,8,Monday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.24728,52.53808,car + 
199477,Reinickendorf,12214424,Scharnweberstraße,September,11,Monday,serious,5,Crossing,Daylight,0,0,0,1,0,1,Dry,13.328,52.564,motorbike + other
199478,Marzahn-Hellersdorf,10010308,Marzahner Chaussee,September,8,Monday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.52929,52.52561,bicycle + car + 
199479,Steglitz-Zehlendorf,6020305,Gemeindepark Lankwitz,September,14,Monday,minor,2,Other,Daylight,0,1,0,1,0,0,Dry,13.34839,52.42323,car + motorbike + 
199480,Lichtenberg,11041128,Sewanstraße,September,10,Monday,minor,6,Overtaking,Daylight,0,1,1,0,0,0,Dry,13.50944,52.50213,car + pedestrian + 
199481,Charlottenburg-Wilmersdorf,4051447,Ludwigkirchplatz,September,8,Monday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.31881,52.49184,bicycle + car + 
199482,Mitte,1011203,Unter den Linden Süd,September,9,Monday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.39551,52.51515,bicycle + car + 
199483,Tempelhof-Schöneberg,7050501,Rathausstraße,September,7,Monday,minor,2,Turning,Daylight,0,1,0,0,1,0,Dry,13.38131,52.44094,car + truck + 
199484,Mitte,1011302,Oranienburger Straße,September,10,Monday,minor,6,Other,Daylight,0,1,1,0,0,0,Dry,13.38982,52.52354,car + pedestrian + 
199485,Mitte,1044203,Leopoldplatz,September,21,Monday,serious,6,Overtaking,Night,0,1,1,0,0,0,Dry,13.36688,52.55215,car + pedestrian + 
199486,Spandau,5010313,Ackerstraße,September,14,Monday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,1,Dry,13.19835,52.54307,car + other
199487,Reinickendorf,12214422,Klixstraße,September,19,Monday,minor,3,Stationary Traffic,Night,0,1,0,1,0,0,Dry,13.31296,52.57071,car + motorbike + 
199488,Friedrichshain-Kreuzberg,2020204,Urbanstraße,September,9,Monday,minor,5,Turning,Daylight,1,1,0,0,0,0,Wet,13.40193,52.49241,bicycle + car + 
199489,Steglitz-Zehlendorf,6030502,Zehlendorf Süd,September,9,Monday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Wet,13.25135,52.41555,bicycle + car + 
199490,Treptow-Köpenick,9051801,Rahnsdorf/Hessenwinkel,September,20,Monday,serious,2,Other,Night,0,1,0,0,0,0,Dry,13.69935,52.43583,car + 
199491,Mitte,1044203,Leopoldplatz,September,20,Monday,minor,2,Stationary Traffic,Night,0,1,0,0,0,0,Dry,13.36517,52.55679,car + 
199492,Charlottenburg-Wilmersdorf,4030931,Breitscheidplatz,September,9,Monday,minor,6,Turning,Daylight,0,1,1,0,0,0,Dry,13.3317,52.50545,car + pedestrian + 
199493,Mitte,1011305,Heine-Viertel West,September,9,Monday,minor,3,Stationary Traffic,Daylight,1,1,0,0,0,0,Dry,13.41663,52.51133,bicycle + car + 
199494,Treptow-Köpenick,9041501,Altstadt Kietz,September,16,Monday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.58202,52.44229,car + 
199495,Charlottenburg-Wilmersdorf,4030931,Breitscheidplatz,September,8,Monday,minor,2,Stationary Traffic,Daylight,1,1,0,0,0,0,Wet,13.34077,52.5044,bicycle + car + 
199496,Tempelhof-Schöneberg,7040405,Rathaus Tempelhof,September,9,Monday,serious,5,Crossing,Daylight,1,0,0,0,0,0,Dry,13.38688,52.46707,bicycle + 
199497,Mitte,1011301,Charitéviertel,September,8,Monday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.37863,52.52825,bicycle + car + 
199498,Pankow,3061227,Humannplatz,September,8,Monday,minor,0,Turning,Daylight,1,1,0,0,0,0,Dry,13.42811,52.55216,bicycle + car + 
199499,Pankow,3010104,Lietzengraben,September,15,Monday,minor,5,Crossing,Daylight,0,1,0,0,0,0,Dry,13.43517,52.62904,car + 
199500,Steglitz-Zehlendorf,6020410,Oberhofer Platz,September,7,Monday,serious,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.33138,52.4266,bicycle + car + 
199501,Reinickendorf,12224230,Heiligensee,September,13,Monday,minor,0,Other,Daylight,0,1,0,0,0,0,Dry,13.23223,52.61378,car + 
199502,Tempelhof-Schöneberg,7020202,Volkspark (Rudolf-Wilde-Park),September,14,Monday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.34377,52.48555,bicycle + car + 
199503,Charlottenburg-Wilmersdorf,4030930,George-Grosz-Platz,September,11,Monday,minor,5,Other,Daylight,0,1,0,0,0,1,Dry,13.31504,52.50097,car + other
199504,Mitte,1011302,Oranienburger Straße,September,19,Monday,minor,0,Overtaking,Night,1,0,1,0,0,0,Dry,13.40269,52.528,bicycle + pedestrian + 
199505,Neukölln,8010211,Flughafenstraße,September,11,Monday,minor,5,Crossing,Daylight,0,1,0,0,0,0,Dry,13.42499,52.48191,car + 
199506,Neukölln,8010117,Schillerpromenade,September,7,Monday,minor,2,Other,Daylight,0,1,0,0,0,0,Dry,13.42513,52.47309,car + 
199507,Charlottenburg-Wilmersdorf,4010103,Paul-Hertz-Siedlung,September,13,Monday,minor,6,Overtaking,Daylight,0,1,1,0,0,0,Dry,13.29637,52.53955,car + pedestrian + 
199508,Mitte,1033102,Gesundbrunnen,September,15,Sunday,minor,1,Paralle Traffic,Daylight,1,1,0,0,0,0,Dry,13.38593,52.5559,bicycle + car + 
199509,Spandau,5020521,Döberitzer Weg,September,17,Monday,minor,0,Crossing,Daylight,1,1,0,0,0,0,Dry,13.13845,52.52845,bicycle + car + 
